path,lane,category,evidence_strength,live_bytes,line_count,live_blob,recommended_action
research/intake/2026-05-27-first-batch-lane-a-reconcile.md,research,research_intake,Medium,4218,63,8bd49f9dcc48781a86c7b62ffd814216afaa863d,synthesize_or_archive_before_canonical
research/intake/2026-05-27-first-batch-lane-b-diagnosis.md,research,research_intake,Medium,6231,105,a5293861429ccca0f16a3a973f75ef56904c235b,synthesize_or_archive_before_canonical
research/intake/2026-05-27-first-batch-vap-records.jsonl,research,research_intake,Medium,6489,,c27592d35655efe17aab40e2a794dafe4da87281,synthesize_or_archive_before_canonical
research/intake/2026-05-27-memory-reconciliation.md,research,research_intake,Medium,5342,82,b62a1a4caa17d7961cc43fab570c993093d4dffa,synthesize_or_archive_before_canonical
research/intake/2026-05-27-memory-systems-comparison.md,research,research_intake,Medium,2442,68,27b12be61c2ebc29be52606b3d6a5f95f2afdee5,synthesize_or_archive_before_canonical
research/mcp_security_synthesis.md,research,research_intake,Medium,12289,212,ff6acf929dffab2934a81f43aac04280cf2a4103,synthesize_or_archive_before_canonical
research/proposals/2026-05-27-guard-plane-ernie-v2-updates.md,research,research_intake,Medium,2166,47,14f9c0989b2b962d325df873fc84fc6ee0af5f26,synthesize_or_archive_before_canonical
tasks/done/2026-05-27-governance-consolidation-activation.task.md,tasks_review,operator_task_queue,High,1896,46,9e6dd1c318658c8b78dc92024b7065dbc0fa3f03,review_active_status_before_tracking
tasks/pending/2026-05-27-research-governance-closed-loop.task.md,tasks_review,operator_task_queue,High,4704,67,636272299315048aa8559043b9499e65781dea3f,review_active_status_before_tracking
tasks/remediate_csv_row_bypass.md,tasks_review,operator_task_queue,High,2509,35,7ba2219fee993689b1480fd67f966d4d14902972,review_active_status_before_tracking
tasks/remediate_strict_echo_collapse.md,tasks_review,operator_task_queue,High,2265,37,811107dff885188f89c08e4659f8011361bd64c9,review_active_status_before_tracking
tasks/templates/activation-lane.task.md,tasks_review,operator_task_queue,High,893,39,e0968eda751dc6ce896ee3359a611fac995c0386,review_active_status_before_tracking
