risk,proposed_action,path,prefix,kind,priority,live_bytes,snapshot_blob_size,byte_relation,tracked_relation,exists_now,extension,disposition,sha256,actual_bytes,release_gate_status,release_gate_high,release_gate_medium,release_gate_errors
P3_manual,review_script_then_track_or_archive,research/check_tamas.py,research,source_or_script,P2_untracked_intake_review,342,342,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,8d8af6781d6eae2551999f728707f5433c47e7b80b18fe8d31f503a13e8f8b6f,342,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,research/check_tamas2.py,research,source_or_script,P2_untracked_intake_review,703,703,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,23250eb2b0d9759001b134579db8225a11d0a27579b7c27b2d6edb14b4cb6adb,703,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,research/extract_docx.py,research,source_or_script,P2_untracked_intake_review,2204,2204,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,4fdc28a321024ed6b4d5cf210ad2f6b678a4e235fe4e1be9d1188a6fa3015cc9,2204,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,research/hygiene/enforce_manifest.py,research,source_or_script,P2_untracked_intake_review,1698,1698,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,f1c513cf604e616f3cab904958259926042b53f9011b6ab635d63830eab41304,1698,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,research/intake/intake_processor.py,research,source_or_script,P2_untracked_intake_review,1740,1740,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,2550bf164c85d834f2185f105c159ebbcfbf71a043377a25172c27f5ba003d8a,1740,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,research/papers01/RED-BLUE-PURPLE/RED-BLUE-PURPLE/nexus_governance_score.py,research,source_or_script,P2_untracked_intake_review,2672,2672,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,0014faa813c84fff5745a0b8b4bae034991b816cab4b23fbba63f73b91bc7d17,2672,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,research/papers01/RED-BLUE-PURPLE/extract_papers.py,research,source_or_script,P2_untracked_intake_review,2335,2335,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,b9f60d79b971843c6388557bba2bb65ab3494f944dec55acc9d00c293ca4a9ab,2335,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,research/papers01/RED-BLUE-PURPLE/nexus_governance_score.py,research,source_or_script,P2_untracked_intake_review,2658,2658,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,84931001adc06755e101cd79f257f996c19a6d810ba3aabff864584cad532a0e,2658,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/# DoppelGround  ReviewGround — Curr.txt,upload,source_or_script,P2_untracked_intake_review,20206,20206,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.txt,manifest_only_external_evidence,703d9ce2158262f5835160da3bb0c368e3cd04eacf85644016c9a347fb994330,20206,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/# KILOCLAW V3 MOVEABLE HEARTBEAT PR.txt,upload,source_or_script,P2_untracked_intake_review,3397,3397,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.txt,manifest_only_external_evidence,e2b25f03aa3f2a818bbf6e8963a7ac914f43c783c4cfa621178f9806ef2fd57b,3397,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/## 2. SESSION_LOG_002 — Final Repor.txt,upload,source_or_script,P2_untracked_intake_review,3120,3120,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.txt,manifest_only_external_evidence,c80efae195c8c90af2fd4a1c1612b3fa4c05f138757ef253093aeecb39d09a27,3120,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/Backend Team Package — Delivered ✅.txt,upload,source_or_script,P2_untracked_intake_review,156620,156620,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.txt,manifest_only_external_evidence,f0152b3b480dd33013b59fc396f210e5c1bf87043074c2c37cee653be6c35e13,156620,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/CODEX TEAM INTEGRATION REPORTING.txt,upload,source_or_script,P2_untracked_intake_review,11773,11773,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.txt,manifest_only_external_evidence,ab67c6e9a9004729618715c17f0f47265aadbf4b27ad467ae5813da31b4ea648,11773,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/Completed Local Model Benchmarking.txt,upload,source_or_script,P2_untracked_intake_review,5780,5780,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.txt,manifest_only_external_evidence,e4a3eb8f64e710e65c56276ba9a0f94f4d0f6d137c1d544434b98ee08f1d0ab5,5780,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/DERDDRE-01.txt,upload,source_or_script,P2_untracked_intake_review,547412,547412,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.txt,manifest_only_external_evidence,c09f5dbb351d7f78844f6c2c552877137880c77953f1fbaf9aa391e9f1c210f9,547412,BLOCK,1,0,0
P3_manual,review_script_then_track_or_archive,upload/DISPOSSSEEE.txt,upload,source_or_script,P2_untracked_intake_review,13604,13604,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.txt,manifest_only_external_evidence,ce5f9aa20719d6c2cdf188c18a70001546c0dc80d9bc9e18cfbc81cc6065b37b,13604,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/FOUNDRY_HERMES_OPENSHELL_COMBINED_PLAN.md,upload,source_or_script,P2_untracked_intake_review,16415,16415,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.md,manifest_only_external_evidence,53a02f87c3da27a8e62777283c15d62873c4c3d1fded1e15556030ffd08b6160,16415,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/GLM5-NEXUS_DASHBOARD_STRATEGIC_REPORT.md,upload,source_or_script,P2_untracked_intake_review,33896,33896,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.md,manifest_only_external_evidence,723de0e203681e3bbee6a4255f54eb62c120b4587527cceb4617ff678ae29074,33896,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/GLM_FUSION_INTAKE_CHECKLIST.md,upload,source_or_script,P2_untracked_intake_review,8923,8923,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.md,manifest_only_external_evidence,0d65fe84504bab50fb4f036e421e78871605e9b9aa3dc1210b4f82961cb9c4f8,8923,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/GROK 4.3 AGENT TEAM LOG-002.txt,upload,source_or_script,P2_untracked_intake_review,124799,124799,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.txt,manifest_only_external_evidence,8497769bfc3e971e8c3bb701cd38a34bd97ae6fddcf9281074f7d160d491b690,124799,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/GROK RESEARCH REPO MASTER.txt,upload,source_or_script,P2_untracked_intake_review,90265,90265,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.txt,manifest_only_external_evidence,6c003e4ec2ad4c6c4ccd6d98bf598119c89fbb22cf92c4ba6668d227cc956f35,90265,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/I'll help you integrate the complex.txt,upload,source_or_script,P2_untracked_intake_review,216545,216545,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.txt,manifest_only_external_evidence,18105898218c92798ffbd16fe987532019a1ff1ef1b88ee2c7db715a541a245b,216545,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/IMPLEMENTATION_REPORT.md,upload,source_or_script,P2_untracked_intake_review,14626,14626,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.md,manifest_only_external_evidence,2034084662e04ad5418353b5801ce9778aa897ca3f3cd13ba668bb0ac6cd63f6,14626,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/METAresearch_practice_template.md,upload,source_or_script,P2_untracked_intake_review,1572,1572,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.md,manifest_only_external_evidence,9c0425e4cb0ab7777bd0df8ad7e192c91b65aa2bf242f5803bd9e6c0a36fa43c,1572,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/Mythos to NEXUS Mapping and DoppelGround Release Plan2.md,upload,source_or_script,P2_untracked_intake_review,35504,35504,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.md,manifest_only_external_evidence,b759805f085bd5d68102a7b41869d39ea760f3af6195d1406461f5b1b9440186,35504,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/NEXUS OS INTEGRATION ROADMAP.txt,upload,source_or_script,P2_untracked_intake_review,127808,127808,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.txt,manifest_only_external_evidence,ef16f781f4bdd563fdd0a6addc3fbe1155f0aabe3bb90a008bd374357d80e591,127808,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/NEXUS-STATE.json,upload,source_or_script,P2_untracked_intake_review,2796,2796,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,manifest_only_external_evidence,d1c1f01d6a0a229503047e6419c7fa6f3ccb842528c2a21d53004a800790e8dd,2796,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/PROJECT_HANDOFF_SPEC.md,upload,source_or_script,P2_untracked_intake_review,9849,9849,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.md,manifest_only_external_evidence,30bcebe1e1800c77242581f381346286ec343fedc779073be6c5afc38d664959,9849,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/coldstart_install.py,upload,source_or_script,P2_untracked_intake_review,2339,2339,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,manifest_only_external_evidence,6cde7f53ea3efecf9339c66e071a75bbaeb974de80549ca132dd2ce63d73f68f,2339,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/dg_to_gspp.py,upload,source_or_script,P2_untracked_intake_review,9206,9206,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,manifest_only_external_evidence,f00b186aa82656d7e1868c51f3bfef793074207b604bc76848ee2229f26007a8,9206,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/foundry_agent_inventory.md,upload,source_or_script,P2_untracked_intake_review,7399,7399,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.md,manifest_only_external_evidence,55f937496902694017b4bd63c4573873f549342715f449067a8988967f688e64,7399,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/governor_skill_gate.py,upload,source_or_script,P2_untracked_intake_review,11030,11030,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,manifest_only_external_evidence,3af4ab449c2d5c28990a8b1068662fcc20903008410ed6c6c6faffe4593290a2,11030,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/gspp_openapi.yaml,upload,source_or_script,P2_untracked_intake_review,5336,5336,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.yaml,manifest_only_external_evidence,72a47eeb0166142a250348abcddc29943e01e2ad12e6530f8b937b8ffccdd3c9,5336,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/mock_api_server.py,upload,source_or_script,P2_untracked_intake_review,12042,12042,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,manifest_only_external_evidence,c0494d216d6a46b76e2ed6e99bbefd5ec59f6c3a3a55716e167a588e072b046c,12042,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/nexus-dashboard-report-2026-05-04T12-26-26.json,upload,source_or_script,P2_untracked_intake_review,3455,3455,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,manifest_only_external_evidence,80337eba4cb7ef91ca3891096a4ff8bf91f714f4aea1f4833cd5a59843fc7c1c,3455,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/nexus-dashboard-report-2026-05-04T12-27-14.csv,upload,source_or_script,P2_untracked_intake_review,411,411,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.csv,manifest_only_external_evidence,c7946978f7cc80d7ab376c72870301d3c3f6ad01ea0f1575de3cc0e9f04f6450,411,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/nexus-dashboard-report-2026-05-04T12-27-34.csv,upload,source_or_script,P2_untracked_intake_review,411,411,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.csv,manifest_only_external_evidence,c7946978f7cc80d7ab376c72870301d3c3f6ad01ea0f1575de3cc0e9f04f6450,411,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/nexus-overview-all-time-2026-05-04T12-26-37.json,upload,source_or_script,P2_untracked_intake_review,1097,1097,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,manifest_only_external_evidence,5767453d27b28ef2515e093e71f26ac5c1859316878a637359726cb7313e1b18,1097,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/nexus-overview-all-time-2026-05-04T12-27-27.csv,upload,source_or_script,P2_untracked_intake_review,261,261,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.csv,manifest_only_external_evidence,5004aa0a592730a9abd8160586af8dfc06f3c646fe6685e1b785e5385829baf7,261,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/nexus-stresslab-all-time-2026-05-04T12-26-45.json,upload,source_or_script,P2_untracked_intake_review,1130,1130,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,manifest_only_external_evidence,889af4f31d6a3851edd2e6f0673c56ede4b19dd0c2eaa0c77643e97ca1292d0f,1130,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/nexus-stresslab-all-time-2026-05-04T12-27-21.csv,upload,source_or_script,P2_untracked_intake_review,312,312,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.csv,manifest_only_external_evidence,78960360615d94d3701832a8141a1ff44fc8469133b8e27bd72870f09bf65b98,312,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/papers_manifest_full_20.json,upload,source_or_script,P2_untracked_intake_review,12327,12327,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,manifest_only_external_evidence,dcc0f8b7f22426600f2c9a69bd711310b05a4fc8a17659fc34b9ce2cb608d0ec,12327,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/papers_manifest_test.json,upload,source_or_script,P2_untracked_intake_review,4361,4361,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,manifest_only_external_evidence,128f9ddca4d29a144f8c4b96c08fb16df1dfcacd81ea839a79e27a2cf97ad04f,4361,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/priority_queue.json,upload,source_or_script,P2_untracked_intake_review,4232,4232,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,manifest_only_external_evidence,a0f46b997b9f213a48a16abd85b3d9f80e7613598bf29cb77b6c8091b5eef5ad,4232,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/uvicorn mock_api_server.txt,upload,source_or_script,P2_untracked_intake_review,331,331,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.txt,manifest_only_external_evidence,0badfdbc81932f1f2777f7cf841af422d380d732d841ca9562aae8bc102978ad,331,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,upload/wiki_pipeline.py,upload,source_or_script,P2_untracked_intake_review,7593,7593,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,manifest_only_external_evidence,d43350b5980eee357572e25c4da4eedb95a038d842d366afe1660d5a38ef7912,7593,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/bouncer_checkpoints/LFM2.5-1.2B-Instruct_BALANCED_Benign.json,datasets,generated_or_cache,P4_untracked_low_signal,846,846,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,1f73c953e85076c66b5137f90dc6ab5b11b2dba6764ea3d800081723f9c7d948,846,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/bouncer_checkpoints/LFM2.5-1.2B-Instruct_BALANCED_TAMAS.json,datasets,generated_or_cache,P4_untracked_low_signal,2482,2482,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,01e7bb4be76aaebbf3c72ca63743854389fff041c102a705143d7cc6391d5b47,2482,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/bouncer_checkpoints/LFM2.5-1.2B-Instruct_BALANCED_v7.json,datasets,generated_or_cache,P4_untracked_low_signal,15011,15011,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,a3e6097a61da6e600ca9ae68b405021e654f125e0c255ed0bb1ed92b246882e5,15011,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/bouncer_checkpoints/LFM2.5-1.2B-Instruct_BOUNCER_Benign.json,datasets,generated_or_cache,P4_untracked_low_signal,847,847,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,e4c497b9c11dbb9c8b0f737cb20da5b0774ba098b23d9277317c2fea66bf350f,847,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/bouncer_checkpoints/LFM2.5-1.2B-Instruct_BOUNCER_TAMAS.json,datasets,generated_or_cache,P4_untracked_low_signal,2489,2489,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,12bd784f804b4113523ca8ea3650ca21023a4048eb8c043aef190fdd0ffac1a9,2489,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/bouncer_checkpoints/LFM2.5-1.2B-Instruct_BOUNCER_v7.json,datasets,generated_or_cache,P4_untracked_low_signal,14988,14988,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,8157f7075aaf8ba39917135298c53ca7e02ba50ea4fa364f5d4c738d6136fb2d,14988,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/bouncer_checkpoints/Neo_T-Virus-3.2-1B_BALANCED_Benign.json,datasets,generated_or_cache,P4_untracked_low_signal,859,859,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,a0cba6a95bd7288b0b10b277b1e95344633f6665a0f1f9708d609ccece8b06c0,859,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/bouncer_checkpoints/Neo_T-Virus-3.2-1B_BALANCED_TAMAS.json,datasets,generated_or_cache,P4_untracked_low_signal,2486,2486,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,586855df0185c56196d8bad01f9eff4ee4f5cc41637cecfb5d5ac7d36d079d51,2486,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/bouncer_checkpoints/Neo_T-Virus-3.2-1B_BALANCED_v7.json,datasets,generated_or_cache,P4_untracked_low_signal,15030,15030,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,38e8f493695e931e7fb3ce3b60d7a5f4963c20bd028c009a624d0b9c298a6f81,15030,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/bouncer_checkpoints/Neo_T-Virus-3.2-1B_BOUNCER_Benign.json,datasets,generated_or_cache,P4_untracked_low_signal,846,846,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,863349ae538aba4654d386ceb67bb290a7cb63644ab39f859b68f0c25e7611fe,846,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/bouncer_checkpoints/Neo_T-Virus-3.2-1B_BOUNCER_TAMAS.json,datasets,generated_or_cache,P4_untracked_low_signal,2495,2495,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,8ff0e067ce674aab7425fa94e74a4a555f4e87cab28cfe1840a113cc33fa97b2,2495,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/bouncer_checkpoints/Neo_T-Virus-3.2-1B_BOUNCER_v7.json,datasets,generated_or_cache,P4_untracked_low_signal,15081,15081,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,3a12f543f36baaf9356c1faf3407622a3ee96994c5bbbb12ce92b27fca29eef7,15081,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/bouncer_checkpoints/Special-Virus-3.2-1B_BALANCED_Benign.json,datasets,generated_or_cache,P4_untracked_low_signal,846,846,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,3417b8f9e3c4b9882a6141fe8b231032f26c3203573f04133d287b36d7cf783d,846,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/bouncer_checkpoints/Special-Virus-3.2-1B_BALANCED_TAMAS.json,datasets,generated_or_cache,P4_untracked_low_signal,2476,2476,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,e05ffaa2013ec6a6a63e8917020c2930ff9e549486796b6fa2c4980fbf423f82,2476,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/bouncer_checkpoints/Special-Virus-3.2-1B_BALANCED_v7.json,datasets,generated_or_cache,P4_untracked_low_signal,14974,14974,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,6a2eb930673a4ee8e70bb9d4ecc48c9ec596f6dee2e7b189dc7066571b84d8e7,14974,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/bouncer_checkpoints/Special-Virus-3.2-1B_BOUNCER_Benign.json,datasets,generated_or_cache,P4_untracked_low_signal,848,848,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,217353f2724b0f07fe208283da4602294792ea5d500b8c741f7f57963f781c51,848,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/bouncer_checkpoints/Special-Virus-3.2-1B_BOUNCER_TAMAS.json,datasets,generated_or_cache,P4_untracked_low_signal,2472,2472,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,6d19fca7d82d60371249722459b28fae24b05049b29e772e147105ad4a407f05,2472,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/bouncer_checkpoints/Special-Virus-3.2-1B_BOUNCER_v7.json,datasets,generated_or_cache,P4_untracked_low_signal,15021,15021,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,a30e2d8bddd8c98a158fce8b8be82995d01838989e4acc58810bff42eb33077b,15021,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/bouncer_checkpoints_v3/Special-Virus-3.2-1B_Benign.json,datasets,generated_or_cache,P4_untracked_low_signal,845,845,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,df0e2b3f25e629052dc02312a7f1389f9d75d0317bbd87ff060dda67408eae62,845,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/bouncer_checkpoints_v3/Special-Virus-3.2-1B_TAMAS.json,datasets,generated_or_cache,P4_untracked_low_signal,2486,2486,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,d729522550b4f87361ee340cc433536ea5c60e5f0281569d146a4696ae4f4e74,2486,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/bouncer_checkpoints_v3/Special-Virus-3.2-1B_v7.json,datasets,generated_or_cache,P4_untracked_low_signal,15047,15047,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,7786f4a2edf96680d245797c7ea226bcee661c265133f52690f12fc083581313,15047,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/v7_lab_output/report_benign_corpus_100_chat_special-virus_latest.json,datasets,generated_or_cache,P4_untracked_low_signal,2490,2490,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,0b4656947f03971019a91ac2dca162158bc40a7bbcf20abb2cfcfb9eb1f99df5,2490,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/v7_lab_output/report_benign_corpus_100_raw_hf.co_prism-ml_Ternary-Bonsai-1.7B-gguf_F16.json,datasets,generated_or_cache,P4_untracked_low_signal,669,669,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,03b13a412762433b5c3cbe2e6ba24be8e6c967f1d617746cd58205b6b323100f,669,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/v7_lab_output/report_benign_corpus_100_remediated_hf.co_prism-ml_Ternary-Bonsai-1.7B-gguf_F16.json,datasets,generated_or_cache,P4_untracked_low_signal,677,677,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,4a472e9640406bf6f9755d65193c12f4d965ea41b0db9d50c7b778b85fcf2121,677,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/v7_lab_output/report_benign_corpus_100_remediated_special-virus_latest.json,datasets,generated_or_cache,P4_untracked_low_signal,2524,2524,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,2545831c0b9cddf497dd5234b7dd4969a1c85b672e941445bd8262838728545d,2524,PASS,0,0,0
P4_generated,generated_cache_ignore_or_quarantine_after_review,datasets/v7_lab_output/report_scenarios_001-1000_EN_chat_special-virus_latest.json,datasets,generated_or_cache,P4_untracked_low_signal,8141,8141,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.json,ignore_or_purge_generated_after_review,bfc391137c17315ded36a73c3511c14282d7105d7cd0b3f7a57b83c4ace85e2c,8141,PASS,0,0,0
